Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded  per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Pascal Grob,13,Brighton-and-Hove-Albion,Midfielder,Germany,29,93,20,42,12,0.13,2,9,1,2,1,97,38,39%,1,3,0.03,0,0,0,101,50%,0,29,37,48,15,0,313,216,387,21,0.23,49,123,0,0,15,0.16,2937,31.58,35,0.38,522,31%,17,166,1.78,0,0,0,0,0,0,0,0,0,0,7,0,67,22
Adam Lallana,14,Brighton-and-Hove-Albion,Midfielder,England,32,198,98,50,30,0.15,1,12,15,0,0,274,96,35%,8,24,0.12,0,0,0,322,75%,0,91,166,126,49,0,839,886,1078,209,1.06,120,249,0,0,28,0.14,6407,32.36,25,0.13,489,20%,47,146,0.74,0,0,0,0,0,0,0,0,0,0,17,0,142,57
Solly March,20,Brighton-and-Hove-Albion,Midfielder,England,26,92,21,42,2,0.02,1,0,1,0,0,93,26,28%,2,4,0.04,0,0,0,140,56%,0,31,62,66,24,0,345,372,456,116,1.26,52,124,0,0,7,0.08,1971,21.42,13,0.14,329,23%,3,100,1.09,0,0,0,0,0,0,0,0,0,0,6,0,70,15
Davy Pröpper,24,Brighton-and-Hove-Albion,Midfielder,Netherlands,29,100,24,44,2,0.02,1,1,0,0,0,80,15,19%,2,6,0.06,0,0,0,187,57%,0,22,151,134,54,0,673,456,472,112,1.12,112,89,0,2,7,0.07,4384,43.84,7,0.07,67,15%,7,258,2.58,0,0,0,0,0,0,0,0,0,0,8,1,105,3
Steven Alzate,17,Brighton-and-Hove-Albion,Midfielder,Colombia,22,21,6,9,0,21,0,0,0,0,0,15,4,27%,0,1,0.05,0,0,0,34,0,0,7,15,13,11,0,0,0,0,0,0,0,0,0,0,0,0,681,32.43,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,3
Max Sanders,41,Brighton-and-Hove-Albion,Midfielder,England,21,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayson Molumby,49,Brighton-and-Hove-Albion,Midfielder,Ireland,21,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars Dendoncker,53,Brighton-and-Hove-Albion,Midfielder,Belgium,19,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Gwargis,55,Brighton-and-Hove-Albion,Midfielder,Sweden,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Lowton,2,Burnley,Defender,England,31,172,49,83,2,0,0,1,1,0,0,0,0,0,0,0,0,36,266,1.55,415,66%,1,6,317,697,296,6,732,796,601,95,0.55,198,147,0,2,12,0.07,5463,31.76,18,0.1,428,19%,19,466,2.71,0,0,0,0,0,0,0,0,0,0,35,0,144,1
Charlie Taylor,3,Burnley,Defender,England,27,74,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,1.32,111,50%,2,1,86,186,105,2,377,411,285,68,0.92,144,104,0,1,2,0.03,2249,30.39,3,0.04,238,21%,0,134,1.81,0,0,0,0,0,0,0,0,0,0,8,0,39,3
James Tarkowski,5,Burnley,Defender,England,27,123,48,50,5,0,1,1,2,0,0,0,0,0,1,0,0,34,154,1.25,202,59%,1,13,166,691,412,3,472,861,442,34,0.28,540,233,0,1,3,0.02,3839,31.21,7,0.06,15,20%,0,355,2.89,0,0,0,0,0,0,0,0,0,0,24,0,119,12
Ben Mee,6,Burnley,Defender,England,31,166,49,77,4,0,3,1,0,0,0,0,0,0,4,0,0,47,233,1.4,240,60%,5,13,260,1082,652,9,911,986,624,35,0.21,609,399,4,5,4,0.02,6088,36.67,7,0.04,70,16%,1,634,3.82,0,0,0,0,0,0,0,0,0,0,36,0,118,6
Erik Pieters,23,Burnley,Defender,Netherlands,32,194,61,79,1,0,0,0,1,0,0,0,0,0,0,0,0,44,259,1.34,538,73%,2,11,354,620,312,2,899,1142,892,63,0.32,324,230,1,4,11,0.06,6880,35.46,17,0.09,455,18%,5,308,1.59,0,0,0,0,0,0,0,0,0,0,34,0,300,5
Phil Bardsley,26,Burnley,Defender,Scotland,35,300,100,130,7,0,0,6,1,0,0,0,0,0,2,0,0,67,362,1.21,728,78%,8,56,423,1081,382,10,1154,1395,990,104,0.35,302,284,4,3,5,0.02,9247,30.82,17,0.06,660,20%,19,584,1.95,0,0,0,0,0,0,0,0,0,0,78,2,327,5
Kevin Long,28,Burnley,Defender,Ireland,30,35,8,14,1,0,1,0,0,0,0,0,0,0,1,0,0,7,46,1.31,63,68%,0,6,34,214,119,0,130,236,160,3,0.09,139,105,1,1,3,0.09,1038,29.66,4,0.11,2,2%,0,104,2.97,0,0,0,0,0,0,0,0,0,0,1,0,28,1
Jimmy Dunne,34,Burnley,Defender,Ireland,22,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0%,0,0,2,8,4,0,3,9,2,0,0,7,0,0,0,0,0,25,25,0,0,0,0%,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bobby Thomas,37,Burnley,Defender,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Driscoll-Glennon,45,Burnley,Defender,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Wood,9,Burnley,Forward,New Zealand,28,105,35,43,36,0.34,14,14,8,1,0,172,81,47%,7,36,0.34,0,0,0,28,0,0,22,7,62,44,0,0,0,0,0,0,0,0,0,0,4,0.04,1535,14.62,8,0.08,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,84,117
Ashley Barnes,10,Burnley,Forward,England,30,155,45,71,38,0.25,5,29,4,5,0,276,104,38%,6,28,0.18,0,0,0,103,0,0,53,33,111,72,0,0,0,0,0,0,0,0,0,0,6,0.04,2475,15.97,11,0.07,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,269,92
Jay Rodriguez,19,Burnley,Forward,England,31,178,53,71,41,0.23,8,25,7,2,0,378,140,37%,10,35,0.2,0,0,0,154,0,0,87,82,113,78,0,0,0,0,0,0,0,0,0,0,12,0.07,2835,15.93,14,0.08,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,156,99
Matej Vydra,27,Burnley,Forward,Czech Republic,28,57,11,30,6,0.11,0,5,1,0,0,37,20,54%,1,10,0.18,0,0,0,10,0,0,5,5,13,7,0,0,0,0,0,0,0,0,0,0,5,0.09,359,6.3,4,0.07,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10
Nick Pope,1,Burnley,Goalkeeper,England,28,74,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,89,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2124,28.7,0,0,0,0,0,647,8.74,237,3.2,2,0.03,29,100,18,45,300,605,4,0,1,0
Bailey Peacock-Farrell,15,Burnley,Goalkeeper,Northern Ireland,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Norris,25,Burnley,Goalkeeper,England,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Cork,4,Burnley,Midfielder,England,31,264,96,105,8,0.03,3,3,2,0,0,137,42,31%,2,6,0.02,0,0,0,466,71%,0,43,400,477,207,0,1565,1312,1335,184,0.7,393,479,0,1,9,0.03,11059,41.89,11,0.04,151,17%,34,591,2.24,0,0,0,0,0,0,0,0,0,0,32,0,211,13
Jóhann Gudmundsson,7,Burnley,Midfielder,Iceland,29,96,28,44,7,0.07,2,0,5,0,0,114,37,32%,8,1,0.01,0,0,0,93,61%,0,32,91,90,33,0,386,313,369,63,0.66,93,115,0,0,17,0.18,1750,18.23,12,0.13,439,32%,3,82,0.85,0,0,0,0,0,0,0,0,0,0,5,0,41,6
Josh Brownhill,8,Burnley,Midfielder,England,24,11,5,3,0,11,0,0,0,0,0,8,0,8%,0,1,0.09,0,0,0,15,53%,0,3,19,17,8,0,52,52,42,8,0.73,21,20,0,0,0,0,368,33.45,0,0,3,3%,0,10,0.91,0,0,0,0,0,0,0,0,0,0,2,0,8,0
Dwight McNeil,11,Burnley,Midfielder,England,20,61,23,25,5,0.08,0,0,5,0,0,75,20,27%,3,2,0.03,0,0,0,83,0,0,25,43,59,25,0,0,0,0,0,0,0,0,0,0,12,0.2,1509,24.74,17,0.28,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,1
Robbie Brady,12,Burnley,Midfielder,Ireland,28,142,37,77,9,0.06,0,2,7,2,1,155,42,27%,7,1,0.01,0,0,0,241,73%,0,54,136,214,97,0,578,596,572,129,0.91,136,111,0,2,12,0.08,3280,23.1,23,0.16,724,26%,12,195,1.37,0,0,0,0,0,0,0,0,0,0,15,1,117,13
Ashley Westwood,18,Burnley,Midfielder,England,30,222,65,106,9,0.04,0,9,0,0,1,137,34,25%,1,5,0.02,0,0,0,336,68%,0,48,321,241,62,0,1309,586,616,36,0.16,94,124,0,1,25,0.11,9880,44.5,39,0.18,657,32%,22,790,3.56,0,0,0,0,0,0,0,0,0,0,38,0,195,2
Josh Benson,41,Burnley,Midfielder,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,2,Chelsea,Defender,Germany,27,80,45,21,5,0,5,0,0,0,0,0,0,0,1,0,0,28,81,1.01,93,59%,0,15,72,252,139,2,522,341,289,15,0.19,199,153,1,1,1,0.01,5738,71.72,5,0.06,18,6%,14,364,4.55,0,0,0,0,0,0,0,0,0,0,14,0,73,3
Marcos Alonso,3,Chelsea,Defender,Spain,29,140,87,32,20,0,4,2,14,0,0,0,0,0,11,0,0,52,132,0.94,288,68%,0,63,215,369,184,1,831,800,639,90,0.64,286,213,0,1,12,0.09,6434,45.96,17,0.12,428,19%,8,214,1.53,0,0,0,0,0,0,0,0,0,0,25,1,125,16
Andreas Christensen,4,Chelsea,Defender,Denmark,24,59,29,18,0,0,0,0,0,0,0,0,0,0,2,0,0,12,64,1.08,76,51%,0,3,74,193,107,1,300,254,143,10,0.17,145,97,0,1,0,0,3213,54.46,2,0.03,0,0%,3,131,2.22,0,0,0,0,0,0,0,0,0,0,6,1,35,1
Kurt Zouma,15,Chelsea,Defender,France,25,143,60,49,5,0,4,1,0,0,0,0,0,0,2,0,0,35,164,1.15,160,69%,5,13,225,653,352,1,574,681,328,50,0.35,413,163,1,2,4,0.03,5767,40.33,2,0.01,20,10%,0,396,2.77,0,0,0,0,0,0,0,0,0,0,10,1,87,6
Reece James,24,Chelsea,Defender,England,20,26,15,8,1,0,0,1,0,0,0,0,0,0,1,0,0,4,26,1,43,67%,0,6,26,27,13,0,108,137,121,31,1.19,42,44,0,0,3,0.12,1104,42.46,6,0.23,120,24%,0,45,1.73,0,0,0,0,0,0,0,0,0,0,1,0,24,1
César Azpilicueta,28,Chelsea,Defender,Spain,31,272,158,56,8,0,2,6,0,0,0,0,0,0,1,0,0,95,276,1.01,722,73%,2,29,475,788,416,5,1376,1400,977,69,0.25,475,375,3,0,31,0.11,15647,57.53,32,0.12,577,22%,25,633,2.33,0,0,0,0,0,0,0,0,0,0,23,1,240,10
Fikayo Tomori,14,Chelsea,Defender,England,22,17,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,4,21,1.24,32,53%,1,1,24,53,26,0,102,81,49,9,0.53,34,29,0,0,0,0,1193,70.18,0,0,4,25%,3,43,2.53,0,0,0,0,0,0,0,0,0,0,3,0,8,1
Emerson,33,Chelsea,Defender,Italy,26,30,11,14,0,0,0,0,0,0,0,0,0,0,1,0,0,4,36,1.2,43,58%,0,6,28,31,17,0,104,122,74,27,0.9,25,21,0,0,1,0.03,1285,42.83,3,0.1,97,19%,2,32,1.07,0,0,0,0,0,0,0,0,0,0,3,0,15,2
Ben Chilwell,21,Chelsea,Defender,England,23,99,40,36,4,0,0,1,3,0,0,0,0,0,1,0,0,24,117,1.18,157,63%,1,10,117,261,148,1,529,637,542,111,1.12,261,189,0,1,9,0.09,4540,45.86,12,0.12,337,18%,8,137,1.38,0,0,0,0,0,0,0,0,0,0,10,1,81,8
Thiago Silva,6,Chelsea,Defender,Brazil,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Castillo,0,Chelsea,Defender,Netherlands,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timo Werner,11,Chelsea,Forward,Germany,24,2,1,1,0,2,0,0,0,0,0,6,1,17%,0,0,0,0,0,0,1,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,49,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Tammy Abraham,9,Chelsea,Forward,England,22,68,25,29,20,0.29,3,16,0,0,0,133,56,42%,3,26,0.38,0,0,0,18,0,0,26,8,39,32,0,0,0,0,0,0,0,0,0,0,4,0.06,721,10.6,6,0.09,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,35
Olivier Giroud,18,Chelsea,Forward,France,33,238,133,56,86,0.36,31,8,47,2,0,548,212,39%,19,82,0.34,0,0,0,145,0,0,104,64,178,116,0,0,0,0,0,0,0,0,0,0,28,0.12,4718,19.82,40,0.17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,223,120
Callum Hudson-Odoi,20,Chelsea,Forward,England,19,35,18,12,1,0.03,0,1,0,0,0,29,8,28%,1,2,0.06,0,0,0,18,0,0,14,8,4,2,0,0,0,0,0,0,0,0,0,0,6,0.17,641,18.31,8,0.23,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6
Kepa Arrizabalaga,1,Chelsea,Goalkeeper,Spain,25,71,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,89,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2006,28.25,0,0,0,0,0,334,4.7,142,2,1,0.01,16,33,9,22,320,473,2,0,0,0
Willy Caballero,13,Chelsea,Goalkeeper,Argentina,38,33,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,798,24.18,0,0,0,0,0,166,5.03,72,2.18,1,0.03,15,20,5,16,132,166,0,0,0,0
Hakim Ziyech,22,Chelsea,Midfielder,Morocco,27,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,5,Chelsea,Midfielder,Italy,28,70,37,18,7,0.1,0,7,0,5,0,33,13,39%,0,1,0.01,0,0,0,147,54%,0,9,130,64,29,0,533,256,306,28,0.4,29,60,0,0,3,0.04,5482,78.31,12,0.17,12,17%,50,231,3.3,0,0,0,0,0,0,0,0,0,0,18,0,63,0
N'Golo Kanté,7,Chelsea,Midfielder,France,29,166,98,35,10,0.06,0,6,4,0,0,120,29,24%,0,7,0.04,0,0,0,540,65%,0,46,420,184,77,0,1320,922,920,190,1.14,123,204,0,2,10,0.06,8952,53.93,15,0.09,86,29%,28,364,2.19,0,0,0,0,0,0,0,0,0,0,22,0,218,7
Ross Barkley,8,Chelsea,Midfielder,England,26,202,91,59,25,0.12,2,16,7,2,2,411,119,29%,10,25,0.12,0,0,0,172,73%,0,145,76,108,85,0,755,973,1048,376,1.86,170,168,0,2,27,0.13,7686,38.05,32,0.16,322,22%,59,469,2.32,0,0,0,0,0,0,0,0,0,0,18,0,155,19
Ruben Loftus-Cheek,12,Chelsea,Midfielder,England,24,78,35,22,9,0.12,2,6,1,0,0,78,19,24%,1,6,0.08,0,0,0,54,69%,0,27,44,41,27,0,266,355,337,131,1.68,65,93,0,0,6,0.08,1854,23.77,7,0.09,16,19%,6,50,0.64,0,0,0,0,0,0,0,0,0,0,1,0,39,6
Mateo Kovacic,17,Chelsea,Midfielder,Croatia,26,64,34,16,1,0.02,0,1,0,0,0,49,9,18%,1,2,0.03,0,0,0,108,62%,0,24,30,34,17,0,300,320,222,120,1.88,19,27,0,0,5,0.08,3398,53.09,4,0.06,16,13%,19,128,2,0,0,0,0,0,0,0,0,0,0,11,0,40,0
Mason Mount,19,Chelsea,Midfielder,England,21,39,20,13,7,0.18,0,7,0,0,1,80,29,36%,3,9,0.23,0,0,0,43,44%,0,28,18,19,7,0,151,136,211,44,1.13,10,48,0,0,5,0.13,1312,33.64,8,0.21,138,25%,3,28,0.72,0,0,0,0,0,0,0,0,0,0,3,0,40,4
Christian Pulisic,10,Chelsea,Midfielder,United States,22,25,13,9,9,0.36,2,4,3,0,0,63,26,41%,1,8,0.32,0,0,0,23,48%,0,15,6,7,4,0,79,128,190,55,2.2,20,45,0,0,4,0.16,668,26.72,6,0.24,35,11%,4,19,0.76,0,0,0,0,0,0,0,0,0,0,0,0,14,3
Billy Gilmour,23,Chelsea,Midfielder,Scotland,19,6,5,0,0,6,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,5,40%,0,0,3,2,1,0,15,10,16,2,0.33,2,5,0,0,0,0,172,28.67,0,0,1,1%,0,9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kai Havertz,29,Chelsea,Midfielder,Germany,21,2,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,3,67%,0,0,0,1,1,0,10,6,9,1,0.5,2,2,0,0,0,0,41,20.5,0,0,1,1%,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Nathan Ferguson,0,Crystal-Palace,Defender,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ward,2,Crystal-Palace,Defender,England,30,201,66,95,4,0,2,1,1,0,0,0,0,0,2,0,0,45,274,1.36,483,80%,1,25,368,796,450,4,1013,1218,812,102,0.51,406,246,1,2,5,0.02,6449,32.08,9,0.04,407,18%,3,356,1.77,0,0,0,0,0,0,0,0,0,0,28,0,202,4
Patrick van Aanholt,3,Crystal-Palace,Defender,Netherlands,30,191,57,92,20,0,0,4,16,0,0,0,0,0,5,0,0,40,277,1.45,350,69%,3,51,326,439,170,5,1126,680,566,184,0.96,69,88,2,2,14,0.07,6833,35.77,25,0.13,388,26%,14,290,1.52,0,0,0,0,0,0,0,0,0,0,19,0,94,27
James Tomkins,5,Crystal-Palace,Defender,England,31,263,84,116,12,0,7,3,2,0,0,0,0,0,6,0,0,58,338,1.29,447,70%,17,26,443,2029,929,4,989,1442,817,25,0.1,823,473,0,7,7,0.03,8210,31.22,8,0.03,51,33%,4,752,2.86,0,0,0,0,0,0,0,0,0,0,46,2,167,7
Scott Dann,6,Crystal-Palace,Defender,England,33,227,74,95,15,0,9,4,2,0,0,0,0,0,6,0,0,48,307,1.35,291,59%,5,29,343,1536,661,6,785,1016,698,46,0.2,612,441,5,5,11,0.05,6399,28.19,11,0.05,24,29%,4,665,2.93,0,0,0,0,0,0,0,0,0,0,34,0,145,10
Mamadou Sakho,12,Crystal-Palace,Defender,France,30,125,52,43,3,0,1,1,1,0,0,0,0,0,3,0,0,32,162,1.3,144,72%,5,4,200,697,440,3,847,534,348,49,0.39,298,223,0,3,2,0.02,5917,47.34,2,0.02,6,33%,2,280,2.24,0,0,0,0,0,0,0,0,0,0,6,1,39,1
Gary Cahill,24,Crystal-Palace,Defender,England,34,374,166,126,27,0,9,13,4,0,0,0,0,0,5,0,0,99,452,1.21,471,75%,18,63,452,2849,1155,10,1441,1946,1036,70,0.19,1157,562,2,8,10,0.03,12718,34.01,8,0.02,23,17%,6,847,2.26,0,0,0,0,0,0,0,0,0,0,38,3,266,3
Martin Kelly,34,Crystal-Palace,Defender,England,30,153,55,62,0,0,0,0,0,0,0,0,0,0,2,0,0,29,180,1.18,335,75%,1,8,153,641,312,1,509,646,518,32,0.21,240,192,2,6,5,0.03,3820,24.97,2,0.01,210,17%,2,202,1.32,0,0,0,0,0,0,0,0,0,0,14,0,117,1
Tyrick Mitchell,27,Crystal-Palace,Defender,England,21,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.83,15,53%,0,0,3,5,0,0,17,19,26,1,0.17,0,9,0,0,0,0,132,22,0,0,5,60%,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Jaroslaw Jach,33,Crystal-Palace,Defender,Poland,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Woods,35,Crystal-Palace,Defender,England,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Inniss,45,Crystal-Palace,Defender,England,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Ayew,9,Crystal-Palace,Forward,Ghana,29,139,37,71,25,0.18,4,17,4,2,0,226,78,35%,8,13,0.09,0,0,0,226,0,0,73,76,55,34,0,0,0,0,0,0,0,0,0,0,9,0.06,2968,21.35,12,0.09,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,222,44
Wilfried Zaha,11,Crystal-Palace,Forward,Cote D'Ivoire,27,217,70,94,39,0.18,1,31,7,1,0,336,119,35%,7,32,0.15,0,0,0,294,0,0,106,123,32,8,0,0,0,0,0,0,0,0,0,0,24,0.11,4555,20.99,36,0.17,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,287,79
Christian Benteke,17,Crystal-Palace,Forward,Belgium,29,225,73,107,72,0.32,26,37,9,10,1,544,208,38%,14,82,0.36,0,0,0,80,0,0,117,26,214,148,0,0,0,0,0,0,0,0,0,0,20,0.09,5666,25.18,31,0.14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,357,203
Connor Wickham,21,Crystal-Palace,Forward,England,27,120,29,59,19,0.16,4,10,5,1,0,189,59,31%,6,12,0.1,0,0,0,93,0,0,56,53,109,63,0,0,0,0,0,0,0,0,0,0,7,0.06,2003,16.69,5,0.04,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,147,26
Brandon Pierrick,40,Crystal-Palace,Forward,England,18,2,0,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy Batshuayi,23,Crystal-Palace,Forward,Belgium,26,60,37,15,13,0.22,1,8,4,0,0,73,25,34%,1,9,0.15,0,0,0,13,0,0,22,7,6,5,0,0,0,0,0,0,0,0,0,0,3,0.05,421,7.02,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29
Wayne Hennessey,13,Crystal-Palace,Goalkeeper,Wales,33,181,47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,37,301,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0.01,4858,26.84,0,0,0,0,0,1618,8.94,617,3.41,3,0.02,72,274,96,122,683,1621,4,0,1,0
Vicente Guaita,31,Crystal-Palace,Goalkeeper,Spain,33,57,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,66,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1428,25.05,0,0,0,0,0,357,6.26,182,3.19,0,0,37,29,18,14,263,478,3,0,1,0
Stephen Henderson,19,Crystal-Palace,Goalkeeper,Ireland,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Milivojevic,4,Crystal-Palace,Midfielder,Serbia,29,121,41,53,27,0.22,0,27,0,21,3,144,55,38%,5,4,0.03,0,0,0,264,64%,0,41,227,202,91,0,736,597,597,56,0.46,167,137,0,4,4,0.03,5573,46.06,8,0.07,376,27%,9,394,3.26,0,0,0,0,0,0,0,0,0,0,34,0,207,2
Max Meyer,7,Crystal-Palace,Midfielder,Germany,25,46,11,24,1,0.02,0,0,1,0,0,47,10,21%,1,0,0,0,0,0,52,56%,0,14,22,20,4,0,116,111,110,19,0.41,6,25,0,0,2,0.04,864,18.78,0,0,33,15%,0,19,0.41,0,0,0,0,0,0,0,0,0,0,4,0,16,3
